Date,city,Consumption_GWh,temperature_2m_max,temperature_2m_mean,temperature_2m_min,apparent_temperature_max,apparent_temperature_mean,apparent_temperature_min,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,weather_code,wind_speed_10m_max,wind_gusts_10m_max,et0_fao_evapotranspiration
3/9/2023,dubai,160.04,36,26.6,19.6,33.4,24.8,17.2,0,0,0,0,0,3,27.4,42.5,7.27
3/10/2023,dubai,153.62,34.2,27.6,22.9,32.2,25.3,18.9,0,0,0,0,0,3,26.1,40,7.61
3/11/2023,dubai,143.55,30.4,25.9,20.9,29.9,25.6,19.7,0,0,0,0,0,3,20.9,35.6,5.76
3/12/2023,dubai,153.61,35.1,27,19.4,33.5,25.6,18.8,0,0,0,0,0,3,20.9,34.2,6.88
3/13/2023,dubai,165.38,35.1,26.6,20.9,31.9,24.8,19.6,0.1,0.1,0,0,1,51,31.2,52.9,6.3
3/14/2023,dubai,149.64,31.2,25.6,22.1,31.9,26.5,24.2,0,0,0,0,0,3,25,41,5.37
3/15/2023,dubai,165.65,31.5,24.8,19.2,31.9,26.3,21.3,0,0,0,0,0,3,18.2,30.2,4.97
3/16/2023,dubai,123.8,31.6,25.1,19.7,31.1,25.4,20,0,0,0,0,0,2,23.9,38.9,5.64
3/17/2023,dubai,158.22,27.3,23.8,20.9,26.8,23.6,20.7,0,0,0,0,0,0,27.4,41.4,5.53
3/18/2023,dubai,150.87,26.4,21.9,18,26.5,22.3,18.3,0,0,0,0,0,1,23.7,39.2,4.7
3/19/2023,dubai,147.01,28.6,22,16.2,27.6,21.9,16.4,0.2,0.2,0,0,1,51,27.2,42.8,4.66
3/20/2023,dubai,150.92,31,23.6,16.7,28.9,22.5,15.7,0,0,0,0,0,0,21.7,36.7,6.07
3/21/2023,dubai,130.12,33.8,26,20,31.9,24.2,17.1,0,0,0,0,0,2,23.8,52.6,7.02
3/22/2023,dubai,147.8,25.9,22.9,20.9,23.1,20.3,17.7,0,0,0,0,0,0,30.3,48.2,6.79
3/23/2023,dubai,153.57,24.8,22,19.8,20.5,18.3,17,0,0,0,0,0,2,37.3,57.6,6.77
3/24/2023,dubai,164.78,25.5,21.9,17.9,26.1,21.7,18.3,0,0,0,0,0,3,22.7,33.8,5.06
3/25/2023,dubai,144.82,26,21.3,16.5,27.4,22,16.6,0,0,0,0,0,1,18.6,32,4.62
3/26/2023,dubai,141.92,31.6,23.9,17.2,33.8,24.5,18.3,0,0,0,0,0,3,21.1,36.7,5.67
3/27/2023,dubai,144.98,30.8,26,21.5,31.4,25.8,22.6,0,0,0,0,0,3,40,60.1,4.87
3/28/2023,dubai,159.15,29.1,24.3,21.6,27.8,23.5,18.8,0.4,0.4,0,0,3,51,28.1,45.7,6.4
3/29/2023,dubai,153.29,25.8,22.8,20,25.4,21.5,17.5,0,0,0,0,0,0,28.8,45.7,5.84
3/30/2023,dubai,144.7,26.7,21.6,17,27.4,22.2,17.3,0,0,0,0,0,2,18.7,33.5,4.78
3/31/2023,dubai,155.13,28.2,21.9,16.6,29.5,22.9,17.3,0,0,0,0,0,3,22.8,38.9,4.87
4/1/2023,dubai,150.97,29.5,23.2,17.6,28.2,24.1,19,0,0,0,0,0,3,23,38.2,5.2
4/2/2023,dubai,159.69,24.5,21.9,19.9,22.6,20.3,18,0.1,0.1,0,0,1,51,30.7,48.2,5.23
4/3/2023,dubai,142.98,24.6,21.4,18.9,22.1,19.2,17.1,0,0,0,0,0,2,34.2,54,5.73
4/4/2023,dubai,146.72,25.9,21.6,17.1,24.8,20.7,16.6,0,0,0,0,0,1,29,46.4,5.39
4/5/2023,dubai,146.08,27,21.3,16,28.5,21.9,15.7,0,0,0,0,0,0,20.8,35.6,4.93
4/6/2023,dubai,135.36,29.2,21.7,16,30.3,22.5,16.4,0,0,0,0,0,2,22.9,37.8,5.11
4/7/2023,dubai,152.96,29,22.5,16.4,30.8,23.9,17.9,0,0,0,0,0,3,26.3,45,5
4/8/2023,dubai,152.61,32.6,25,19.5,32.2,25.7,19.8,0,0,0,0,0,3,24.9,40.7,5.86
4/9/2023,dubai,150.05,30.2,24.4,20.5,31.8,25.9,21.7,0,0,0,0,0,3,22.2,37.8,5.39
4/10/2023,dubai,147.65,34.1,24.4,17.3,34.5,25.7,18.8,0,0,0,0,0,0,25.2,41.4,5.68
4/11/2023,dubai,135.85,36.5,26.5,19.2,36.4,26.6,20,0,0,0,0,0,3,31.9,51.1,6.66
4/12/2023,dubai,145.79,35.5,27.9,21,36.5,27.6,20.6,0,0,0,0,0,2,22.5,38.2,7.17
4/13/2023,dubai,146.57,36.1,30.3,25,34.7,29.6,24.5,0,0,0,0,0,3,33.7,61.9,7.49
4/14/2023,dubai,141.98,30.1,27,23.8,31.5,27.9,24.5,0,0,0,0,0,3,49.8,73.8,5.42
4/15/2023,dubai,148.39,28.7,24.9,21.8,27,24.3,21.9,0,0,0,0,0,3,32.3,51.8,6.42
4/16/2023,dubai,154.04,27.8,23.9,19.3,28.2,23.1,18.9,0,0,0,0,0,3,31.3,48.2,6.32
4/17/2023,dubai,168.86,28.3,24.6,21,26.6,23.9,21.4,0,0,0,0,0,3,27,43.9,6.22
4/18/2023,dubai,151.75,29.1,24.7,21.1,27.3,23.9,20.8,0,0,0,0,0,3,23.5,39.6,6.37
4/19/2023,dubai,152.58,29.3,23.4,17.4,30.3,23.8,17.8,0,0,0,0,0,3,23.2,36.4,5.57
4/20/2023,dubai,149.26,29.1,23.7,17.6,29.6,23.8,17.8,0,0,0,0,0,3,20.2,34.9,5.77
4/21/2023,dubai,130.81,31.8,25.1,18.2,29.3,24,18.3,0,0,0,0,0,0,24,39.6,6.95
4/22/2023,dubai,149.73,33.6,25.8,19.1,32.7,24.6,17.2,0,0,0,0,0,3,24.6,40.3,7.07
4/23/2023,dubai,150.6,33.9,26,19,32.1,24.8,17.8,0,0,0,0,0,3,24.7,41.4,6.58
4/24/2023,dubai,174.63,33.2,26.8,19.6,33,26,17.3,0,0,0,0,0,3,21.7,37.1,7.09
4/25/2023,dubai,148.08,36.2,28,21.2,36.2,27.6,20.9,0,0,0,0,0,3,25.3,41.4,7.17
4/26/2023,dubai,153.02,34.7,27.4,22.6,34.9,28.1,22.5,0,0,0,0,0,3,23.4,38.5,6.69
4/27/2023,dubai,149.65,31.7,26.6,21.8,29.3,26.7,22.9,0,0,0,0,0,2,25.6,42.5,6.77
4/28/2023,dubai,138.31,31.1,25.9,20.4,30.6,25.6,19.2,0,0,0,0,0,0,21.1,36.7,6.93
4/29/2023,dubai,161.43,33.3,26.5,20.1,32.3,26.1,19.5,0,0,0,0,0,0,22.8,37.1,7.03
4/30/2023,dubai,157.52,35.8,27.8,20,33.8,26.2,17.8,0,0,0,0,0,0,21.2,36,7.88
5/1/2023,dubai,157.91,36.1,28.9,20.9,35,27.4,18.7,0,0,0,0,0,0,20.6,35.6,8.36
5/2/2023,dubai,140.91,34.3,28,22.4,34.9,28.6,22.3,0,0,0,0,0,0,22,37.8,7.49
5/3/2023,dubai,164.03,31.7,26.5,21.6,31.9,26.6,21.3,0,0,0,0,0,0,26.3,42.1,7.22
5/4/2023,dubai,135.98,32.5,26.2,20,33.3,27.6,20.4,0,0,0,0,0,0,22.3,38.2,6.54
5/5/2023,dubai,155.87,33.3,26.3,20.8,34.7,27.9,21.9,0,0,0,0,0,0,22,37.4,6.48
5/6/2023,dubai,171.9,33.2,25.7,19.4,36.7,28.4,21.2,0,0,0,0,0,0,22.2,36.7,5.83
5/7/2023,dubai,140.09,34.4,26.2,20.3,38.7,29.6,23.1,0,0,0,0,0,3,21.4,36.4,5.93
5/8/2023,dubai,144.34,37.8,27.9,18.2,37.2,28.3,19.3,0,0,0,0,0,3,24.5,40,7.23
5/9/2023,dubai,151,40.5,30.5,20.9,38.5,28.5,19.2,0,0,0,0,0,3,25.7,41.8,8.8
5/10/2023,dubai,144.97,38.3,30.8,23.7,37.9,29.2,19.9,0,0,0,0,0,0,21.9,38.2,8.56
5/11/2023,dubai,134.49,40.6,31,23.5,38.8,29.1,20.2,0,0,0,0,0,3,29.3,46.8,9.52
5/12/2023,dubai,150.69,37.3,30.5,23.9,38.4,31.2,22,0,0,0,0,0,3,20,34.6,8.1
5/13/2023,dubai,139.38,39.2,31.6,25.5,39.5,32.1,26,0,0,0,0,0,0,29.9,47.5,8.96
5/14/2023,dubai,154.74,40,31.7,25.1,37.7,30.8,23.5,0,0,0,0,0,0,26.3,43.6,9.78
5/15/2023,dubai,140.81,35.3,30.2,26.2,35.5,30.8,27,0,0,0,0,0,0,28.6,45.7,8.55
5/16/2023,dubai,165.5,35.8,30.1,23,35.3,29.5,23.1,0,0,0,0,0,3,26.5,45.4,8.99
5/17/2023,dubai,142.17,39.7,32.8,26.9,37.8,32.3,28.1,0,0,0,0,0,3,22.4,37.8,9.76
5/18/2023,dubai,146.78,41.5,32.4,25.7,40.1,32.6,25.2,0,0,0,0,0,3,26.9,44.6,8.34
5/19/2023,dubai,158.14,41.6,32.9,25.2,40.4,33.2,26.2,0,0,0,0,0,3,18.6,38.9,8.27
5/20/2023,dubai,137.69,42.2,34.1,27,40.6,33.7,28.1,0,0,0,0,0,3,31.4,46.8,9.13
5/21/2023,dubai,152.27,39.4,33.8,29,41.8,34.8,29.4,0,0,0,0,0,3,20.7,35.6,6.95
5/22/2023,dubai,163.07,39.1,32.9,28.8,40.8,34.2,29.4,0,0,0,0,0,3,20.4,38.2,6.8
5/23/2023,dubai,133.93,39.1,32.5,27.5,39.8,34.3,28.6,0,0,0,0,0,3,21.8,36.4,7.55
5/24/2023,dubai,151.85,39.4,31.7,25.4,39.3,33.3,26.7,0,0,0,0,0,3,24.5,40.7,7.83
5/25/2023,dubai,152.6,41.8,32.2,25.4,40.3,33.3,27.4,0,0,0,0,0,3,31.6,49,7.95
5/26/2023,dubai,157.82,40.2,32.8,26.3,39.3,33.5,27.8,0,0,0,0,0,3,29.2,47.5,9.36
5/27/2023,dubai,137.63,39.2,33,27.5,38.1,33.5,29.9,0,0,0,0,0,0,31.8,50.4,9.63
5/28/2023,dubai,136.8,37.6,31.8,27,37,33.4,29.2,0,0,0,0,0,0,30,47.9,8.7
5/29/2023,dubai,155.22,40.1,31.5,25,42.4,34.2,26.7,0,0,0,0,0,2,19.2,35.6,7.39
5/30/2023,dubai,152.97,43.5,33.1,25.6,43.2,35.1,27.4,0,0,0,0,0,1,28,46.1,7.98
5/31/2023,dubai,152.5,41.1,33.1,26.7,41.5,34.5,28.3,0,0,0,0,0,3,32.8,52.2,8.89
6/1/2023,dubai,153.46,37,32.3,27.6,38.1,34,30.6,0,0,0,0,0,3,31,49,8.81
6/2/2023,dubai,143.2,36.2,32.2,28.4,36.1,32.4,29.3,0,0,0,0,0,2,32.9,51.5,9.74
6/3/2023,dubai,152.32,39.9,31.8,25.9,40.8,33.4,25.6,0,0,0,0,0,3,20.2,38.9,8.24
6/4/2023,dubai,152.93,41.2,32.1,25.7,43.9,35.9,29.7,0,0,0,0,0,0,26.4,42.8,7.33
6/5/2023,dubai,142.86,44.2,34.4,27.4,42.3,35.3,27.9,0,0,0,0,0,0,32.5,50,9.62
6/6/2023,dubai,168.66,43.5,35.5,31,43.1,35.2,29,0,0,0,0,0,1,33.8,51.8,10.2
6/7/2023,dubai,154.74,39.1,32.9,27.5,41.7,34.2,28.3,0,0,0,0,0,0,22.1,37.4,8.49
6/8/2023,dubai,138.09,39,32.3,25.7,40,34.1,27.1,0,0,0,0,0,2,27,42.8,8.4
6/9/2023,dubai,156.57,40.2,33.6,26.7,39.7,34,26.2,0,0,0,0,0,0,23.9,39.6,9.1
6/10/2023,dubai,140.25,40.5,32.6,25.4,41,34.4,25.1,0,0,0,0,0,3,24.6,41,8.26
6/11/2023,dubai,157.87,41.5,32.7,25.4,44.4,36.7,30.6,0,0,0,0,0,0,23,37.8,7.5
6/12/2023,dubai,161.59,42.7,33.9,26.1,44.1,36.7,27.7,0,0,0,0,0,2,23.1,41,7.77
6/13/2023,dubai,141.79,40.5,34.3,27.6,43,37.9,31.3,0,0,0,0,0,3,19.3,32.4,8.03
6/14/2023,dubai,159.63,38.8,34.9,30.4,42.7,38,34,0,0,0,0,0,2,23.9,38.9,9
6/15/2023,dubai,154.13,43.5,34,27.5,44.8,37.3,29.6,0,0,0,0,0,3,22.7,36.4,8.4
6/16/2023,dubai,158.22,41,33.6,27.8,41.7,36.8,31.1,0,0,0,0,0,2,26,42.8,8.47
6/17/2023,dubai,168.97,37.5,32.9,28.4,40.2,35.5,30.6,0,0,0,0,0,3,27.2,43.2,8.58
6/18/2023,dubai,147.55,37.3,31.7,25.7,40.1,34.4,28.7,0,0,0,0,0,0,20,35.3,7.47
6/19/2023,dubai,142.46,40.1,33.2,28.3,45.1,38.3,33.7,0,0,0,0,0,3,28.4,46.4,6.7
6/20/2023,dubai,141.1,42.3,35,29.5,44.8,38.7,35.3,0,0,0,0,0,0,24.2,40.7,7.8
6/21/2023,dubai,141.84,40.6,34.1,28,43.2,37.1,30.2,0,0,0,0,0,3,21.3,36.7,8.06
6/22/2023,dubai,149.23,41.2,33.7,27.7,43.4,37.8,33.2,0,0,0,0,0,3,22.1,37.8,7.96
6/23/2023,dubai,153.41,40.2,33.2,27.1,42.7,37.1,31.5,0,0,0,0,0,2,20.8,35.3,7.8
6/24/2023,dubai,152.77,40.8,33.9,27.7,45.2,37.3,30,0,0,0,0,0,3,26.8,43.9,8.18
6/25/2023,dubai,158.27,40.7,33.7,27.4,44.4,37.3,29.1,0,0,0,0,0,0,21.1,33.8,7.8
6/26/2023,dubai,150.13,42.6,33.7,27.6,44.1,37.5,32,0,0,0,0,0,2,23.2,43.9,7.66
6/27/2023,dubai,164.54,43.1,35.6,28.4,49.1,40.5,35.2,0,0,0,0,0,1,28.5,46.8,8.14
6/28/2023,dubai,147.35,42.6,36.3,31.8,46.9,40.5,36.8,0,0,0,0,0,3,22.7,37.8,8.36
6/29/2023,dubai,177.2,42.2,34.9,31,46,40.7,36.9,0,0,0,0,0,2,28.2,47.2,7.53
6/30/2023,dubai,156.26,40.7,34.4,29.1,43.8,38.4,35.7,0,0,0,0,0,3,25.6,40.3,8.26
7/1/2023,dubai,141.43,41.3,33.8,27.3,42.4,37,31.3,0,0,0,0,0,2,24.6,42.1,8.38
7/2/2023,dubai,139.29,40.5,33.2,27.2,42.7,37,30,0,0,0,0,0,0,24,40,7.59
7/3/2023,dubai,154.82,40.8,33.1,27.7,44.9,38.7,33.8,0,0,0,0,0,0,23.6,38.2,6.75
7/4/2023,dubai,147.77,41,33.9,29,44.7,40.1,36.6,0,0,0,0,0,3,21.2,36.7,6.81
7/5/2023,dubai,157.14,40,33.5,28,44,39,34.4,0,0,0,0,0,2,20.8,35.3,7.18
7/6/2023,dubai,154.73,41.3,34.3,27.2,45.4,40.2,33.5,0,0,0,0,0,1,20.5,34.2,7.06
7/7/2023,dubai,149.27,45.9,37,30.7,48.6,41.5,37.3,0,0,0,0,0,3,29.5,47.2,8.53
7/8/2023,dubai,141.53,44.2,37.5,32.8,46.2,40.6,34.5,0,0,0,0,0,3,27.5,43.2,9.41
7/9/2023,dubai,134.85,45.6,37,31.5,46.6,41,36.7,0,0,0,0,0,1,28.8,45,8.78
7/10/2023,dubai,145.53,45.3,37.2,31,47.4,40.8,37,0,0,0,0,0,0,26.5,43.6,8.72
7/11/2023,dubai,158.56,44.3,36.4,31.6,44.1,39.7,34.8,0,0,0,0,0,3,27.2,44.6,8.12
7/12/2023,dubai,152.14,41.6,34.5,29.4,43.2,38.6,34.1,0,0,0,0,0,2,22.9,39.2,7.82
7/13/2023,dubai,137.54,43.8,35.8,30,46.6,41.6,36.6,0,0,0,0,0,3,21.6,36,7.46
7/14/2023,dubai,151.73,45.7,38.1,32.3,47.4,42.1,38.1,0,0,0,0,0,3,23.9,41,8.42
7/15/2023,dubai,153.85,45.8,39,33.3,47,40.5,34.8,0,0,0,0,0,3,24.5,39.2,10.04
7/16/2023,dubai,141.16,45.9,37.6,32.2,45.8,39.8,34.6,0,0,0,0,0,3,31,49.3,9.22
7/17/2023,dubai,151.54,42.2,35.4,31,43.8,39.3,33.3,0,0,0,0,0,3,22.9,39.6,7.82
7/18/2023,dubai,150.58,43.5,34.7,28.4,45.1,40.5,36.2,0,0,0,0,0,3,21.2,36,7.19
7/19/2023,dubai,138.57,40.3,34.5,29.8,45.8,41.1,38.1,0,0,0,0,0,3,21.9,37.4,7.04
7/20/2023,dubai,153.58,42.8,35.1,29.2,44.1,39.8,34.7,0,0,0,0,0,3,20.9,35.6,7.9
7/21/2023,dubai,155.61,45.9,36.8,28.8,47.7,40.6,32.2,0,0,0,0,0,3,28.8,47.5,9.05
7/22/2023,dubai,160.83,46.5,37.9,32.2,48.2,41.3,35.5,0,0,0,0,0,3,27.9,45,8.99
7/23/2023,dubai,160.54,46.3,38.6,32.7,49.8,42.1,36.4,0,0,0,0,0,3,24.3,34.6,9.29
7/24/2023,dubai,136.22,43.9,36.8,31.6,47.4,40.4,35.2,0,0,0,0,0,3,22.1,38.5,8.53
7/25/2023,dubai,140.62,44.4,38.5,33.4,47.3,41.2,36.7,0,0,0,0,0,3,25.2,38.9,8.95
7/26/2023,dubai,155.15,43.7,38,33,47.2,40.8,35.6,0,0,0,0,0,3,23.6,37.4,9.59
7/27/2023,dubai,155.14,42.7,36.5,31.5,47.3,39.9,35,0,0,0,0,0,3,32.8,50,8.93
7/28/2023,dubai,155.15,43.3,37,32.2,48.5,41.2,36.9,0,0,0,0,0,3,25.6,42.8,8.28
7/29/2023,dubai,188.53,40.7,35.9,32.5,45.8,41.4,37.9,0,0,0,0,0,3,21.4,37.1,7.03
7/30/2023,dubai,155.71,39.4,34.2,29.8,45.3,40.8,37.7,0,0,0,0,0,3,21.8,37.1,6.36
7/31/2023,dubai,161.36,39.2,34,29,43.4,39.9,35.6,0,0,0,0,0,3,21.1,36,6.72
8/1/2023,dubai,159.54,40.7,34.6,28.9,43.2,39.4,34.4,0,0,0,0,0,3,20.8,35.3,7.24
8/2/2023,dubai,156.51,41.3,35.9,29.7,45.5,40.7,34.9,0,0,0,0,0,3,23.4,40,7.27
8/3/2023,dubai,146.85,46.1,37.5,32.3,47.6,41.8,35.8,0,0,0,0,0,3,28.2,46.8,8.66
8/4/2023,dubai,157.59,44.8,37.9,31.4,48.8,41.6,34.9,0,0,0,0,0,3,19.8,41,7.91
8/5/2023,dubai,142.27,47.5,39.4,33,47.4,42.2,37.8,0,0,0,0,0,3,29.3,47.9,9.07
8/6/2023,dubai,147.63,45.9,38.9,34,48.2,41.4,36.4,0,0,0,0,0,2,25.3,41.8,8.79
8/7/2023,dubai,145.15,44.8,37.3,32.6,45.6,40.5,35.2,0,0,0,0,0,0,28.5,46.1,9.3
8/8/2023,dubai,150.82,42.9,36.3,30.8,42.9,40.2,35.8,0,0,0,0,0,2,22.7,38.2,8.09
8/9/2023,dubai,173.15,43.6,35.9,29.5,45.8,40.5,35.5,0,0,0,0,0,1,23.2,38.9,7.15
8/10/2023,dubai,131.33,44.5,37.9,31.9,47,41.9,36.7,0,0,0,0,0,3,22.4,37.1,7.97
8/11/2023,dubai,156.86,45.1,38.2,32.2,46.8,41,35.3,0,0,0,0,0,3,21.2,34.6,8.28
8/12/2023,dubai,133.87,43.4,36.9,31.6,45.1,39.9,34.8,0,0,0,0,0,1,26.8,42.1,8.83
8/13/2023,dubai,145.28,43,36.3,31.8,43.7,39.3,33.5,0,0,0,0,0,2,26.8,43.2,8.99
8/14/2023,dubai,160.89,41.1,35.3,30.2,43.2,40,34.9,0,0,0,0,0,0,22,37.4,7.37
8/15/2023,dubai,150.64,45.5,36.5,29.2,46.2,40.5,35.6,0,0,0,0,0,3,25.7,38.9,7.38
8/16/2023,dubai,139.22,44.6,38,32.9,47,38.3,31.3,0,0,0,0,0,3,19,41,8.61
8/17/2023,dubai,142.85,41.4,35.4,31.5,46.1,37.5,32.8,0,0,0,0,0,3,25.1,47.2,8.7
8/18/2023,dubai,156.8,39.9,33.9,29.8,43.8,37.8,32.7,0,0,0,0,0,0,24.2,40.7,7.4
8/19/2023,dubai,142.7,40.4,34,29.6,42.8,38.3,35.1,0,0,0,0,0,0,23.4,39.6,7.33
8/20/2023,dubai,152.16,42.4,34.6,29.7,45.4,38.9,34.3,0,0,0,0,0,1,23.9,42.1,7.46
8/21/2023,dubai,150.46,41.7,34.2,28.6,44,37.7,31.6,0,0,0,0,0,0,20.2,32.4,7.69
8/22/2023,dubai,143.48,42.2,34.4,28.5,43.6,38.3,32,0,0,0,0,0,1,20.8,36.4,7.62
8/23/2023,dubai,171.44,41.1,34.3,28.8,44.9,40.4,35.5,0,0,0,0,0,0,23.3,37.8,7.02
8/24/2023,dubai,156.34,39.3,34.5,30.2,47.1,42,38.2,0,0,0,0,0,3,19.5,35.3,6.32
8/25/2023,dubai,129.75,47.2,36.7,30.6,48,41.6,36.7,0,0,0,0,0,3,36.7,56.9,7.39
8/26/2023,dubai,151.86,46.4,36.3,29.9,46.7,40.3,33.9,0,0,0,0,0,1,27.2,45.7,7.59
8/27/2023,dubai,143.38,45.6,36.1,29.2,46.2,39.3,31.9,0,0,0,0,0,3,25.7,42.8,8.27
8/28/2023,dubai,158.52,44.3,35.4,29.6,47,41.1,36.6,0,0,0,0,0,3,26,43.2,7.08
8/29/2023,dubai,142.07,41.2,34.4,28.9,44.9,38.8,31.3,0,0,0,0,0,1,26.7,43.2,7.71
8/30/2023,dubai,148.85,43.9,35.8,28.8,45.6,37.4,28.8,0,0,0,0,0,0,25.2,45,8.86
8/31/2023,dubai,155.05,41.6,34.8,29.7,43.2,38.2,34.5,0,0,0,0,0,0,24.1,40.3,7.98
9/1/2023,dubai,158.66,38.5,33.7,29.4,45.6,40.4,36.7,0,0,0,0,0,0,20.1,36.4,6.21
9/2/2023,dubai,138,41.7,35.2,30.3,46.5,40.5,36,0,0,0,0,0,0,27.2,46.1,7.06
9/3/2023,dubai,146.65,41.8,35.2,29.8,47,39.4,33.9,0,0,0,0,0,0,25.2,42.1,7.52
9/4/2023,dubai,145.25,41.3,34.6,29.9,44.9,38.9,33.6,0,0,0,0,0,0,22.9,36.4,7.34
9/5/2023,dubai,143.47,39.8,34.3,29.8,45.1,40.6,37.3,0,0,0,0,0,0,21.6,37.8,6.42
9/6/2023,dubai,167.65,44,35.2,29.6,47,40.1,36.2,0,0,0,0,0,2,28.7,45.4,6.92
9/7/2023,dubai,154.05,44.3,35,29.3,45.3,36.9,30.4,0,0,0,0,0,1,30.4,46.4,8.6
9/8/2023,dubai,137.39,43.1,34.6,29.1,44.3,36.9,30.4,0,0,0,0,0,0,27.5,44.6,8.23
9/9/2023,dubai,159.18,41.4,33.9,27.5,41,36.7,30.8,0,0,0,0,0,0,25.1,41,7.69
9/10/2023,dubai,171.22,40.5,33.7,29.2,45.1,39.2,34.4,0,0,0,0,0,0,22.8,38.5,6.45
9/11/2023,dubai,160.32,42.4,35.2,30,44,38.6,33,0,0,0,0,0,1,22,35.6,7.75
9/12/2023,dubai,134.81,42.9,34.9,29.6,44.4,38.1,33.3,0,0,0,0,0,0,24.5,39.6,7.78
9/13/2023,dubai,145.16,42.4,33.7,27.4,42.3,37.2,29.5,0,0,0,0,0,0,26.7,43.2,7.55
9/14/2023,dubai,162.67,40.6,33.6,28.3,46,39.9,35.3,0,0,0,0,0,3,21.1,37.1,6.2
9/15/2023,dubai,142.92,43,34.5,29.5,46.3,39.7,35.6,0,0,0,0,0,2,22.7,37.4,6.95
9/16/2023,dubai,154.44,39.9,33.9,29.8,46.3,40.1,35.5,0,0,0,0,0,3,22.4,37.8,6.28
9/17/2023,dubai,157.75,39.1,34.1,31,45.9,40.4,37.2,0,0,0,0,0,2,21.3,35.3,5.98
9/18/2023,dubai,140.73,40.3,34.5,30.9,46,41.1,38.4,0,0,0,0,0,3,21.9,38.5,6.15
9/19/2023,dubai,149.4,41.9,35.5,30.5,46.6,41.4,38,0,0,0,0,0,3,20.9,36.4,6.33
9/20/2023,dubai,117.59,41.5,34.9,30.5,44.4,39.4,34.9,0,0,0,0,0,3,24.5,37.8,7.11
9/21/2023,dubai,139.76,39,33.2,28,42.9,39.1,33.7,0,0,0,0,0,3,19.9,34.6,6.2
9/22/2023,dubai,147.47,41.2,33.4,27.7,44.6,39.4,34.6,0,0,0,0,0,2,23.3,38.2,6.08
9/23/2023,dubai,137.52,43.8,36.1,27.7,39.6,35.6,29.9,0,0,0,0,0,1,32.2,50,10
9/24/2023,dubai,166.32,44,36,28.9,40.5,33.4,27.1,0,0,0,0,0,1,22.7,40,10.07
9/25/2023,dubai,135.7,41.9,34.2,27.6,42.1,33.5,24.1,0,0,0,0,0,0,22.7,36,8.15
9/26/2023,dubai,145.6,42.8,34.4,28.4,42,34.9,28.2,0,0,0,0,0,0,28.2,44.3,7.15
9/27/2023,dubai,151.31,41.8,33.6,27.1,41.7,34.1,27.4,0,0,0,0,0,0,22.2,36.7,7.93
9/28/2023,dubai,164.41,40.9,33,27.5,39.1,32.7,25.2,0,0,0,0,0,0,27.5,42.8,8.81
9/29/2023,dubai,135.64,38,31.7,26.8,39.8,35.2,30.4,0,0,0,0,0,0,19.4,32.8,6.26
9/30/2023,dubai,161.63,37.3,31.3,25.1,39.9,34.4,28.6,0,0,0,0,0,0,27.7,46.4,6.51
10/1/2023,dubai,150.1,36,31.4,26.8,38.9,35.5,31.2,0,0,0,0,0,0,22.9,38.2,5.98
10/2/2023,dubai,140.18,36.9,31.5,26.9,39.5,34.4,29.8,0,0,0,0,0,0,21.8,36,6.3
10/3/2023,dubai,154.62,39.3,32,26.6,41.9,35.6,30.7,0,0,0,0,0,0,27.6,42.8,6.13
10/4/2023,dubai,151.99,40,32.1,26.3,41.5,36.1,30.8,0,0,0,0,0,0,21.7,36,5.98
10/5/2023,dubai,144,38.1,31,25.3,42.1,36.7,30.1,0,0,0,0,0,0,21.4,35.3,5.37
10/6/2023,dubai,150.7,40.1,32.2,27.2,42.9,37.6,33.2,0,0,0,0,0,3,20.3,33.8,5.93
10/7/2023,dubai,146.15,43.2,33.8,26.2,43.3,36.9,32.1,0,0,0,0,0,1,26.3,39.6,7.26
10/8/2023,dubai,151.14,40.1,33,27,42.1,35.6,28.2,0,0,0,0,0,0,22.1,36.4,6.6
10/9/2023,dubai,156.62,40.8,32.2,25.4,39.9,35.1,26.2,0,0,0,0,0,0,26.6,41.8,6.87
10/10/2023,dubai,165.86,37.2,31.1,26.3,41.3,36.4,31.9,0,0,0,0,0,0,22.1,37.8,5.35
10/11/2023,dubai,137.62,36.8,30.5,25.3,38.8,35.3,31,0,0,0,0,0,3,16.6,29.2,5.3
10/12/2023,dubai,171.33,38.8,30.9,24.9,40.1,35.1,29.7,0,0,0,0,0,0,19.1,33.1,5.43
10/13/2023,dubai,130.48,37,30.9,25.5,40.2,35,29,0,0,0,0,0,0,18.3,32.4,5.5
10/14/2023,dubai,148.48,37,30.1,24.5,39.7,34.2,29.1,0,0,0,0,0,0,21.7,35.6,5.26
10/15/2023,dubai,155.88,35.8,29.5,24.1,39,33.6,28.7,0,0,0,0,0,0,21.6,36,5.13
10/16/2023,dubai,152.81,37.4,30.5,25.2,38.1,33.8,29.7,0,0,0,0,0,0,20.7,33.1,5.55
10/17/2023,dubai,143.77,37.8,30.5,24.4,37,32.3,25.6,0,0,0,0,0,0,29.2,44.6,6.27
10/18/2023,dubai,147.92,36.1,30,24.7,36.8,32.6,27.4,0,0,0,0,0,0,18.9,32,5.65
10/19/2023,dubai,145.07,36.4,29.7,23.7,37.6,33,28.4,0,0,0,0,0,0,22.4,36.4,5.38
10/20/2023,dubai,144.11,34.6,29.7,25.5,38,33.7,29,0,0,0,0,0,0,22,37.1,5.02
